Id,Country,Short Name,ISO Code,Year,RLE_Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Code,Productivity,Country Code,Indicator Name,Indicator Code,INV_Score
126,Pakistan,Pakistan,PK,2018,54.4,36.0,34.0,27.3,78.5,88.2,54.0,55.3,40.6,77.7,65.9,55.0,40.0,PAK,8.668698,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.358290841420258
130,Peru,Peru,PE,2018,68.7,56.9,33.5,36.6,80.6,85.6,94.7,69.2,62.4,83.1,87.1,75.0,60.0,PER,10.917692,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.923251884940704
131,Philippines,Philippines,PH,2018,65.0,45.0,38.2,34.4,78.9,89.3,97.7,62.6,57.6,76.3,80.7,60.0,60.0,PHL,9.835632,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.283299001841876
132,Poland,Poland,PL,2018,68.5,61.8,56.6,50.9,75.9,47.8,81.5,67.2,63.9,85.0,86.9,75.0,70.0,POL,35.659782,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.735286897850276
133,Portugal,Portugal,PT,2018,63.4,69.2,70.1,56.8,59.8,29.8,46.0,83.2,44.1,85.3,86.9,70.0,60.0,PRT,34.43423,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.522527230225666
135,Romania,Romania,RO,2018,69.4,61.0,59.7,40.0,87.3,66.9,91.1,65.2,66.8,82.8,86.9,75.0,50.0,ROU,33.27176,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.385627530997585
136,Russian Federation,Russia,RU,2018,58.2,48.7,46.9,38.1,85.8,62.5,87.7,77.0,52.0,60.8,79.4,30.0,30.0,RUS,29.06468,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.654485724766687
147,Singapore,Singapore,SG,2018,88.8,98.4,90.9,91.2,90.4,90.6,80.0,90.9,92.6,85.2,90.0,85.0,80.0,SGP,55.62514,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.4505604872102
149,Slovenia,Slovenia,SI,2018,64.8,76.6,57.7,52.1,58.7,31.2,66.3,79.5,61.3,87.3,86.9,70.0,50.0,SVN,42.5601,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.333039790654663
151,South Africa,SouthAfrica,ZA,2018,63.0,67.7,65.9,45.4,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0,ZAF,17.883596,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.944576802788674
151,South Africa,SouthAfrica,ZA,2018,63.0,67.7,65.9,45.4,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0,ZAF,17.883596,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.566652446723296
151,South Africa,SouthAfrica,ZA,2018,63.0,67.7,65.9,45.4,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0,ZAF,17.883596,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.5666524467233
151,South Africa,SouthAfrica,ZA,2018,63.0,67.7,65.9,45.4,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0,ZAF,17.883596,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.56980476126455
152,Spain,Spain,ES,2018,65.1,73.1,62.0,51.5,62.0,42.8,36.1,66.3,59.0,86.7,86.9,85.0,70.0,ESP,55.855927,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.43715999963451
153,Sri Lanka,SriLanka,LK,2018,57.8,46.5,52.0,30.7,84.9,89.3,24.9,76.2,60.1,74.0,74.5,40.0,40.0,LKA,17.891243,LKA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.741963079844854
157,Sweden,Sweden,SE,2018,76.3,92.6,88.2,92.9,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0,SWE,63.764103,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.17963857303162
158,Switzerland,Switzerland,CH,2018,81.7,84.2,82.1,82.8,70.5,65.4,95.9,75.7,73.9,85.2,90.0,85.0,90.0,CHE,81.968315,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.602693942677057
163,Thailand,Thailand,TH,2018,67.1,48.6,45.3,34.7,81.3,85.5,96.4,77.2,62.6,75.5,83.1,55.0,60.0,THA,14.859359,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.786226368066682
174,United Kingdom,UnitedKingdom,GB,2018,78.0,92.2,93.8,79.0,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0,GBR,54.799587,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.913331262949555
175,United States,UnitedStates,US,2018,75.7,79.3,76.9,71.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,USA,72.48703,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.91814158376611
176,Uruguay,Uruguay,UY,2018,69.2,69.3,67.0,71.6,78.0,68.6,71.1,74.4,64.4,70.7,80.4,85.0,30.0,URY,28.267454,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.99071346394317
180,Viet Nam,Vietnam,VN,2018,53.1,46.4,36.3,30.4,79.7,74.0,27.3,63.2,60.4,75.4,78.7,25.0,40.0,VNM,5.982665,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.34149360212137
5,Argentina,Argentina,AR,2017,50.4,32.4,39.6,38.2,62.6,54.6,56.4,57.3,46.1,50.9,66.7,50.0,50.0,ARG,30.95546,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.162198754824384
7,Australia,Australia,AU,2017,81.0,81.7,92.9,74.8,63.2,59.0,84.6,89.3,84.1,86.4,86.2,80.0,90.0,AUS,60.34168,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.001664744932423
8,Austria,Austria,AT,2017,72.3,86.0,81.8,75.2,50.3,19.3,79.7,76.9,67.6,83.4,87.0,90.0,70.0,AUT,64.780174,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.628540758687407
12,Bangladesh,Bangladesh,BD,2017,55.0,34.9,26.0,19.1,72.8,94.0,78.7,53.4,68.7,68.6,63.6,50.0,30.0,BGD,4.3076367,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.946873115567513
15,Belgium,Belgium,BE,2017,67.8,83.3,69.3,71.5,44.1,9.6,66.3,82.0,61.1,84.9,87.0,85.0,70.0,BEL,68.51652,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.27850280226878
22,Brazil,Brazil,BR,2017,52.9,55.0,49.7,33.4,70.1,53.1,22.8,61.3,52.3,67.0,69.4,50.0,50.0,BRA,19.188293,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.55898651867237
23,Bulgaria,Bulgaria,BG,2017,67.9,62.5,38.9,41.8,91.0,58.4,86.4,66.7,68.3,83.3,87.0,70.0,60.0,BGR,25.392122,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.293537802630606
27,Cambodia,Cambodia,KH,2017,59.5,42.4,22.1,12.8,90.2,88.1,95.7,29.6,62.0,81.0,80.3,60.0,50.0,KHM,3.02265,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.897720477355264
29,Canada,Canada,CA,2017,78.5,88.3,80.8,81.6,77.4,52.3,80.3,81.9,73.1,77.8,88.4,80.0,80.0,CAN,56.25572,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.69633254712023
33,Chile,Chile,CL,2017,76.5,68.2,63.7,70.5,77.6,82.2,96.1,72.3,64.3,82.2,86.4,85.0,70.0,CHL,27.260792,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.257664632234217
34,China,China,CN,2017,57.4,48.3,60.7,41.6,70.0,73.0,92.5,53.9,63.4,71.8,73.6,20.0,20.0,CHN,11.3577385,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,41.861185297924074
34,China,China,CN,2017,57.4,48.3,60.7,41.6,70.0,73.0,92.5,53.9,63.4,71.8,73.6,20.0,20.0,CHN,11.3577385,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.65643772717138
34,China,China,CN,2017,57.4,48.3,60.7,41.6,70.0,73.0,92.5,53.9,63.4,71.8,73.6,20.0,20.0,CHN,11.3577385,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.802192970538908
35,Colombia,Colombia,CO,2017,69.7,63.8,25.2,39.6,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,COL,15.632915,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.72279191848519
39,Costa Rica,CostaRica,CR,2017,65.0,51.6,55.6,55.4,79.4,88.5,42.4,68.1,53.9,80.8,84.7,70.0,50.0,CRI,18.72804,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.17776068961885
41,Croatia,Croatia,HR,2017,59.4,65.5,56.8,43.4,66.8,31.3,44.7,58.2,43.3,80.3,87.4,75.0,60.0,HRV,33.157127,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.654114950592515
43,Cyprus,Cyprus,CY,2017,67.9,75.4,60.7,53.6,73.0,48.8,72.9,75.8,58.6,83.3,87.0,75.0,50.0,CYP,42.592216,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.7947572231837
45,Denmark,Denmark,DK,2017,75.1,86.7,68.5,84.9,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0,DNK,72.54114,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.22570993431188
48,Dominican Republic,DominicanRepublic,DO,2017,62.9,56.1,25.3,30.9,84.6,90.2,90.1,52.8,56.2,76.7,77.0,75.0,40.0,DOM,16.889729,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.730259155970717
49,Ecuador,Ecuador,EC,2017,49.3,38.7,22.3,33.9,79.1,46.1,56.4,55.4,47.3,67.7,69.7,35.0,40.0,ECU,15.323919,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.404896696668562
54,Estonia,Estonia,EE,2017,79.1,82.6,82.8,69.9,81.2,55.8,99.8,77.0,56.9,85.7,87.0,90.0,80.0,EST,33.487995,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.918243032718415
57,Finland,Finland,FI,2017,74.0,90.6,82.7,90.0,66.6,0.0,77.3,90.2,53.4,85.1,87.0,85.0,80.0,FIN,58.88464,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.34899094568738
58,France,France,FR,2017,63.3,85.0,72.7,69.7,47.6,2.0,57.0,78.0,44.1,81.6,82.0,70.0,70.0,FRA,68.37434,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.49584501763419
62,Germany,Germany,DE,2017,73.8,82.9,79.5,77.7,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0,DEU,69.84848,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.411488877189974
64,Greece,Greece,GR,2017,55.0,52.5,56.1,41.3,61.1,5.4,58.1,74.3,51.0,78.2,82.0,60.0,40.0,GRC,33.359955,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,11.789133874550462
72,Hungary,Hungary,HU,2017,65.8,60.1,51.8,41.5,79.3,25.3,79.3,64.0,64.4,91.7,87.0,75.0,70.0,HUN,33.0558,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.14800463310314
73,Iceland,Iceland,IS,2017,74.4,85.0,71.5,71.5,70.9,41.1,90.6,90.2,62.6,81.2,88.0,80.0,60.0,ISL,59.125015,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.772501004798748
74,India,India,IN,2017,52.6,55.4,44.4,44.3,77.2,77.4,11.0,52.8,41.6,75.0,72.6,40.0,40.0,IND,8.009788,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.17781654405061
75,Indonesia,Indonesia,ID,2017,61.9,48.3,39.3,44.7,83.6,89.9,90.1,49.1,48.9,74.0,80.5,35.0,60.0,IDN,11.354788,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.16063886426446
78,Ireland,Ireland,IE,2017,76.7,85.8,78.3,78.3,72.7,57.1,60.3,80.3,73.6,87.6,87.0,90.0,70.0,IRL,109.488304,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.1615158267232
79,Israel,Israel,IL,2017,69.7,71.9,82.0,47.6,61.0,50.5,71.8,69.9,64.3,84.9,88.0,75.0,70.0,ISR,41.02011,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.95757563364939
80,Italy,Italy,IT,2017,62.5,74.6,55.4,44.7,54.9,22.3,66.9,69.8,52.9,86.9,87.0,85.0,50.0,ITA,56.27207,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.48077614971109
82,Japan,Japan,JP,2017,69.6,89.4,73.8,86.1,68.5,52.3,9.5,82.3,77.5,83.0,82.6,70.0,60.0,JPN,42.422935,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.007349843510713
87,"Korea, Republic of",NorthKorea,KP,2017,4.9,32.4,5.0,11.6,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,KOR,39.083927,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.51154694164869
88,"Korea, Republic of",SouthKorea,KR,2017,74.3,77.8,59.9,67.3,73.7,68.9,97.4,90.6,57.0,84.0,79.5,65.0,70.0,KOR,39.083927,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.51154694164869
92,Latvia,Latvia,LV,2017,74.8,72.6,59.7,67.3,84.7,57.4,95.0,79.8,72.0,86.5,87.0,75.0,60.0,LVA,31.568642,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.599258098178307
98,Lithuania,Lithuania,LT,2017,75.8,73.0,62.4,69.7,86.9,64.1,93.6,79.1,63.6,90.0,87.0,70.0,70.0,LTU,32.991947,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.114791510713438
99,Luxembourg,Luxembourg,LU,2017,75.9,85.8,77.0,78.3,64.5,46.0,99.0,68.6,43.8,86.2,87.0,95.0,80.0,LUX,83.16536,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.81132299413376
104,Malaysia,Malaysia,MY,2017,73.8,85.3,67.3,51.8,85.3,78.7,76.5,90.8,73.1,85.3,81.2,60.0,50.0,MYS,23.654076,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.062995970298257
107,Malta,Malta,MT,2017,67.7,67.7,62.9,53.6,62.8,44.9,85.1,62.5,57.2,83.5,87.0,85.0,60.0,MLT,39.21617,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.632620929920943
110,Mexico,Mexico,MX,2017,63.6,58.1,38.7,30.0,74.9,76.7,66.8,70.7,57.9,78.8,80.0,70.0,60.0,MEX,21.020313,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.092168982905953
119,Netherlands,Netherlands,NL,2017,75.8,87.4,69.9,85.7,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0,NLD,70.61846,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.14100191561019
120,New Zealand,NewZealand,NZ,2017,83.7,96.1,88.5,89.9,70.8,46.5,97.8,91.8,86.2,90.1,87.4,80.0,80.0,NZL,42.7376,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.963920716358786
124,Norway,Norway,NO,2017,74.0,86.7,83.3,88.3,55.6,38.5,98.4,89.5,48.8,75.8,87.7,75.0,60.0,NOR,96.84903,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.561219306289832
126,Pakistan,Pakistan,PK,2017,52.8,36.4,34.1,30.5,78.9,87.3,30.8,61.2,37.8,74.8,67.2,55.0,40.0,PAK,8.322207,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.622891084951661
130,Peru,Peru,PE,2017,68.9,58.3,28.2,38.8,80.3,85.1,98.4,69.4,62.8,83.3,87.1,75.0,60.0,PER,10.748999,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.607596923788027
131,Philippines,Philippines,PH,2017,65.6,49.2,37.1,38.7,78.9,89.4,97.2,62.6,57.2,80.6,76.4,60.0,60.0,PHL,9.45045,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.64292818979565
132,Poland,Poland,PL,2017,68.3,60.8,58.0,55.5,76.0,46.9,76.1,67.8,61.5,84.7,87.0,75.0,70.0,POL,33.66429,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.56985344922367
133,Portugal,Portugal,PT,2017,62.6,73.3,68.9,59.0,59.8,25.1,32.1,86.4,43.4,85.9,87.0,70.0,60.0,PRT,34.622093,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.78397615357728
135,Romania,Romania,RO,2017,69.7,63.9,58.5,45.9,87.4,65.3,90.9,65.9,62.5,83.6,87.0,75.0,50.0,ROU,32.271114,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.826021990801763
136,Russian Federation,Russia,RU,2017,57.1,47.6,44.5,38.2,81.8,61.5,93.4,74.8,50.8,57.3,75.2,30.0,30.0,RUS,27.446236,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.98213912407233
147,Singapore,Singapore,SG,2017,88.6,97.1,91.5,87.9,90.5,90.1,80.7,95.1,90.8,84.3,90.0,85.0,80.0,SGP,54.29878,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.281563788665366
149,Slovenia,Slovenia,SI,2017,59.2,75.0,55.1,53.6,58.7,28.6,6.1,80.6,60.2,85.3,87.0,70.0,50.0,SVN,40.554752,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.320373611247025
151,South Africa,SouthAfrica,ZA,2017,62.3,67.6,59.7,47.6,70.2,68.4,70.0,62.0,58.9,75.8,77.3,40.0,50.0,ZAF,18.054855,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.39880517989085
151,South Africa,SouthAfrica,ZA,2017,62.3,67.6,59.7,47.6,70.2,68.4,70.0,62.0,58.9,75.8,77.3,40.0,50.0,ZAF,18.054855,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.41132660214268
151,South Africa,SouthAfrica,ZA,2017,62.3,67.6,59.7,47.6,70.2,68.4,70.0,62.0,58.9,75.8,77.3,40.0,50.0,ZAF,18.054855,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.411326602142676
151,South Africa,SouthAfrica,ZA,2017,62.3,67.6,59.7,47.6,70.2,68.4,70.0,62.0,58.9,75.8,77.3,40.0,50.0,ZAF,18.054855,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.414621349582454
152,Spain,Spain,ES,2017,63.6,71.2,53.9,57.2,62.5,41.4,26.9,66.9,55.3,85.5,87.0,85.0,70.0,ESP,56.063015,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.660945623711818
153,Sri Lanka,SriLanka,LK,2017,57.4,48.0,48.3,30.0,85.3,90.2,31.2,72.8,57.5,76.0,74.5,35.0,40.0,LKA,17.048513,LKA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.600187909016014
157,Sweden,Sweden,SE,2017,74.9,88.6,82.2,87.4,44.4,21.7,93.4,90.8,53.2,85.3,87.0,85.0,80.0,SWE,64.33747,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.136483712547246
158,Switzerland,Switzerland,CH,2017,81.5,86.9,77.6,80.3,70.9,67.5,95.8,76.8,72.2,84.4,90.0,85.0,90.0,CHE,80.58823,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.14888894946646
163,Thailand,Thailand,TH,2017,66.2,51.3,41.7,40.7,81.0,85.3,96.3,69.9,62.8,72.9,82.8,50.0,60.0,THA,14.745839,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.108364930635723
174,United Kingdom,UnitedKingdom,GB,2017,76.4,93.8,93.0,78.3,65.1,41.9,40.4,89.9,72.8,85.0,87.0,90.0,80.0,GBR,54.676918,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.123815352267233
175,United States,UnitedStates,US,2017,75.1,81.3,75.1,78.1,65.3,55.9,53.3,84.4,91.0,80.1,87.1,80.0,70.0,USA,71.63857,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.64816197986003
176,Uruguay,Uruguay,UY,2017,69.7,70.2,66.8,70.3,77.5,69.4,77.2,74.8,62.9,71.3,80.6,85.0,30.0,URY,28.295845,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.34201702501719
180,Viet Nam,Vietnam,VN,2017,52.4,49.7,32.0,24.6,79.6,74.6,21.1,61.2,62.2,76.0,83.1,25.0,40.0,VNM,5.652919,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.544762750629378
5,Argentina,Argentina,AR,2016,43.8,15.0,,34.0,66.1,51.3,,56.0,43.9,44.0,67.4,30.0,30.0,ARG,27.98419,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.272362754223652
7,Australia,Australia,AU,2016,80.3,90.0,,80.0,63.2,62.0,,89.4,77.2,85.2,86.4,80.0,90.0,AUS,59.619713,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.351937632802386
8,Austria,Austria,AT,2016,71.7,90.0,,72.0,50.7,22.4,,79.4,72.5,81.7,88.0,90.0,70.0,AUT,62.37842,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.09628742873306
12,Bangladesh,Bangladesh,BD,2016,53.3,20.0,,25.0,72.7,93.6,,52.6,62.5,68.2,63.6,45.0,30.0,BGD,4.1130853,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.23976391799852
15,Belgium,Belgium,BE,2016,68.4,80.0,,76.0,44.2,11.0,,85.4,60.5,84.0,88.0,85.0,70.0,BEL,66.85479,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.277754436154872
22,Brazil,Brazil,BR,2016,56.5,45.0,,43.0,69.7,55.2,,61.4,52.5,64.2,69.4,55.0,50.0,BRA,18.864923,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.524327326628947
23,Bulgaria,Bulgaria,BG,2016,65.9,30.0,,43.0,91.1,60.4,,66.9,71.6,82.6,88.0,65.0,60.0,BGR,25.448772,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.402540773167843
27,Cambodia,Cambodia,KH,2016,57.9,25.0,,21.0,90.5,87.4,,32.3,62.5,78.1,72.2,60.0,50.0,KHM,2.828313,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.685195530864817
29,Canada,Canada,CA,2016,78.0,90.0,,81.0,80.0,50.4,,81.8,72.6,76.9,87.0,80.0,80.0,CAN,54.124077,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.772376455974797
33,Chile,Chile,CL,2016,77.7,85.0,,73.0,74.8,83.1,,72.1,64.3,82.9,86.4,85.0,70.0,CHL,26.58352,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.129197616703042
34,China,China,CN,2016,52.0,20.0,,36.0,69.7,74.3,,54.2,62.0,70.6,72.8,30.0,30.0,CHN,10.742945,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,41.5523649218844
34,China,China,CN,2016,52.0,20.0,,36.0,69.7,74.3,,54.2,62.0,70.6,72.8,30.0,30.0,CHN,10.742945,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.489457551961415
34,China,China,CN,2016,52.0,20.0,,36.0,69.7,74.3,,54.2,62.0,70.6,72.8,30.0,30.0,CHN,10.742945,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.88991630220012
35,Colombia,Colombia,CO,2016,70.8,50.0,,37.0,80.1,74.4,,78.2,77.6,79.6,81.0,80.0,70.0,COL,15.507443,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.129657714562214
39,Costa Rica,CostaRica,CR,2016,67.4,50.0,,54.0,79.4,88.7,,68.6,53.8,77.6,81.6,70.0,50.0,CRI,17.779793,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.824543006326774
41,Croatia,Croatia,HR,2016,59.1,35.0,,48.0,70.8,33.7,,60.3,42.4,78.7,87.4,75.0,60.0,HRV,31.301752,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.75182346769544
43,Cyprus,Cyprus,CY,2016,68.7,70.0,,63.0,76.1,47.3,,74.5,58.2,85.3,88.0,75.0,50.0,CYP,43.303314,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.034670157742138
45,Denmark,Denmark,DK,2016,75.3,95.0,,92.0,39.5,2.3,,95.4,86.0,84.4,88.0,90.0,80.0,DNK,69.00419,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.02477289990336
48,Dominican Republic,DominicanRepublic,DO,2016,61.0,25.0,,32.0,84.5,90.2,,56.6,56.5,73.1,77.2,75.0,40.0,DOM,16.787802,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.945147763944842
49,Ecuador,Ecuador,EC,2016,48.6,15.0,,33.0,79.2,41.8,,55.5,51.6,68.1,71.4,30.0,40.0,ECU,14.931975,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.096424076056344
54,Estonia,Estonia,EE,2016,77.2,90.0,,69.0,81.9,54.9,,79.0,57.2,82.2,88.0,90.0,80.0,EST,32.530643,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.430508494839273
57,Finland,Finland,FI,2016,72.6,90.0,,89.0,66.5,0.8,,90.7,53.7,81.9,88.0,85.0,80.0,FIN,57.455666,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.74478433968683
58,France,France,FR,2016,62.3,80.0,,69.0,47.7,2.5,,78.4,43.5,79.1,83.0,70.0,70.0,FRA,65.87519,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.8153025183416
62,Germany,Germany,DE,2016,74.4,90.0,,79.0,61.5,41.3,,90.0,50.6,83.3,88.0,90.0,70.0,DEU,67.61837,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.298302251542395
